annotator_id,article_id,political_typology,effect,explanation,article_index,change,reinforce,date_created
L05,1691684.txt,Opportunity Democrats,4,"This reinforced my belief that the U.S. should help out other nations when human rights and lives are at stake as much as is allowed legally, or it has legal authority to help. Mr. Khalilzad do all in his power to assist the negotiations in a positive direction",50,"","",2018-05-21 21:21:01.670604+02
L14,1848664.txt,Disaffected Democrats,4,Spitzer should be working with the same efforts to better the state as Pataki did especially with all of his environmental accolades. The state should also be matching the funds of the city to ensure success of these important projects. ,191,"","",2018-05-21 21:25:14.783458+02
L05,1692293.txt,Opportunity Democrats,4,"I believe groups of individuals, namely American Indians here, that were wronged-- land taken, people displaced-- by the Federal Government should receive reparations from the federal government, swiftly and immediately",51,"","",2018-05-21 21:25:27.515611+02
C02,1792295.txt,Market Skeptic Republicans,4,"We need more clean energy options, taking up public waters to create questionable sources is not the answer. ",121,"","",2018-05-21 21:27:22.850814+02
L14,1848665.txt,Disaffected Democrats,5,It is horrific to think that some people in our country are afraid to report the trafficking they have been subjected to due to their fear of deportation. There should be stiff consequences and jail time for the people that abuse others. ,192,"",YES,2018-05-21 21:27:32.815933+02
L14,1849189.txt,Disaffected Democrats,2,"I don't know how I feel with this issue, I don't know if the US should be bargaining with Iran to get them to comply to things. ",193,"","",2018-05-21 21:29:05.022543+02
L14,1851462.txt,Disaffected Democrats,5,"It appears that the Bush administration has clearly worked for the wealthy, and these people truly earned more and reaped more benefits due to tax cuts than the people who truly need it. There should also not be half of the US budget going towards the defense budget. ",194,"",YES,2018-05-21 21:30:57.501462+02
C07,1719768.txt,Market Skeptic Republicans,5,Let the governement do to terrorists as is necessary to avoid more bloodshed on our country.,249,"",NO,2018-05-23 18:14:19.082915+02
L05,1693488.txt,Opportunity Democrats,4,How the the then President responded to Ms. Sheehan and his overall communication of war efforts as portrayed in this editiorial is appalling. The Commander in Chief should be sensitive to the needs of grieving families and communicate clearly the progress of war efforts and as much as legally possible the circumstances surrounding war efforts. The American public has a right to know what its sons and daughters are fighting for,52,"","",2018-05-21 21:32:56.838665+02
L05,1695400.txt,Opportunity Democrats,3,No particular political stance portrayed here,53,"","",2018-05-21 21:35:27.745035+02
C02,1792315.txt,Market Skeptic Republicans,3,Any dealings within an government branch needs to be 100% transparent so there is never any question of who they are working for. ,122,"","",2018-05-21 21:35:52.035661+02
L05,1695804.txt,Opportunity Democrats,4,"Laws should be written in clear unbiased language that is not vague or open to a great degree of interpretation. Unclear laws lead to partial judgments, I think. This article highlights issues of vagueness in terms used in a proposed antiterrorism bill. ",54,"","",2018-05-21 21:41:47.997693+02
C02,1793879.txt,Market Skeptic Republicans,5,This is yet another article that provides details into the crooked money grubbing behavior done by many branches of the government. It just drives it further home that they don’t care about the important issues. ,123,"",YES,2018-05-21 21:42:31.24995+02
L05,1696967.txt,Opportunity Democrats,4,"I favor diplomatic moves that favor piece and sustainable good relations. The move by Prime MInister Sharon to move Jewish settlers from Gaza, as described in this editorial, portrays such a good faith move that aims to promote piece and sustainable good relations",55,"","",2018-05-21 22:07:04.57147+02
L05,1698793.txt,Opportunity Democrats,3,No particular political stance portrayed here,56,"","",2018-05-21 22:10:56.209328+02
C02,1793941.txt,Market Skeptic Republicans,3,Small town charm is so much a part of America. It’s so important to retain that and keep our towns alive. ,124,"","",2018-05-21 22:12:59.654103+02
L14,1851918.txt,Disaffected Democrats,4,Speaker Christine Quinn should be commended for working on campaign finance reform and for balancing the budget. These are both areas that need drastic attention. ,195,"","",2018-05-21 22:59:25.60097+02
L14,1852149.txt,Disaffected Democrats,2,"While I feel that Mr. Cornyn has grounds to be concerned about letting so many criminals into his state; I feel that some immigrants being judged as having ""good moral character"" is subjective. ",196,"","",2018-05-21 23:03:03.995455+02
C02,1793943.txt,Market Skeptic Republicans,3,Every branch of the government has its own set of crooked members it makes it that much more important that all branches be required to be completely transparent. ,125,"","",2018-05-21 23:05:11.137357+02
L14,1852525.txt,Disaffected Democrats,5,I do feel that Libby should remain in jail and not be allowed to leave until his appeal is heard. There needs to be clear-cut consequences for those who act unethically and break the law. ,197,"",YES,2018-05-21 23:06:09.470133+02
L14,1853113.txt,Disaffected Democrats,4,Russia needs to be thought of as a dangerous opponent along with Putin and Bush needs to take the threats of them very seriously. ,198,"","",2018-05-21 23:12:51.479011+02
L14,1853521.txt,Disaffected Democrats,2,"I do think that not everyone should be punished for a few people and all alcohol be removed; however, I feel that it is not too much to ask riders to not drink on their commute home in respect of others. ",199,"","",2018-05-21 23:15:40.445228+02
L14,1781166.txt,Disaffected Democrats,2,"While I feel that the troops should be removed in stages in order to prevent chaos in their country, I do agree with the notion that the soldiers who are there at the end might be in the most danger. ",200,"","",2018-05-21 23:17:27.674893+02
L14,1837157.txt,Disaffected Democrats,5,Important issues such as trafficking should not be held off until the end of the legislative session. These are issues that should be worked on at the beginning of the session and there needs to legislation that works for it. ,201,"",YES,2018-05-21 23:20:28.378159+02
L14,1774424.txt,Disaffected Democrats,4,I feel that the  Environmental Protection Agency should have the authority under the Clean Air Act to make decisions regarding global warming and climate change based on the scientific research that they have conducted. ,202,"","",2018-05-21 23:22:23.615072+02
L14,1828753.txt,Disaffected Democrats,2,"While I do feel the casino would be an asset for economic growth, I agree that all of the additional traffic raises definite environmental concerns. ",203,"","",2018-05-21 23:24:09.571012+02
L14,1740534.txt,Disaffected Democrats,3,"Mr. Pataki should be working on finance reform, candidate's donations, and laws on how campaign finances especially since these are issues he was voted into office for. ",204,"","",2018-05-21 23:26:07.884843+02
L14,1754767.txt,Disaffected Democrats,5,The people of Nigeria need to make sure the politicians that are voted in be accountable for the money they spend due to the sale of oil so that money can start improving their life conditions. ,205,"",YES,2018-05-21 23:28:15.330161+02
L14,1822602.txt,Disaffected Democrats,5,"I do not feel that felons or other criminals should be allowed to conceal and carry. With this huge jump in people carrying handguns, I just feel it can lead to more violence and loss of life.",206,"",YES,2018-05-21 23:29:36.304637+02
L14,1838667.txt,Disaffected Democrats,2,The deal behind closed doors that was orchestrated partly by Spitzer does not seem like a good one especially since the money that was allotted for education reform seemed to be needed in other areas. ,207,"","",2018-05-21 23:32:05.627088+02
L14,1787181.txt,Disaffected Democrats,5,I feel that the four post deer feeding station is the best and most humane way to take care of the tick problem and try to curb Lyme disease. ,208,"",YES,2018-05-21 23:33:47.312614+02
L14,1651965.txt,Disaffected Democrats,5,I feel that both the Republicans and the Democrats worked hard to introduce two important bills that are necessary for voting reform. ,209,"",YES,2018-05-21 23:35:21.007723+02
L14,1666788.txt,Disaffected Democrats,4,I feel that the International Red Cross and Red Crescent Movement should agree on and adopt an emblem without any type of religious association. ,210,"","",2018-05-21 23:41:32.207563+02
L14,1718469.txt,Disaffected Democrats,5,I agree that the government should take terrorism and protecting our country more seriously than the pork issue.,211,"",YES,2018-05-21 23:49:41.783054+02
L14,1845399.txt,Disaffected Democrats,4,New Jersey should have comparable salaries to other states. They should also have the same job requirements as other states in terms of the ability to have other jobs such as teaching or writing books. ,212,"","",2018-05-21 23:52:23.000897+02
L14,1854595.txt,Disaffected Democrats,3,There needs to be something done in terms of Palestinian politics for their country and to lessen the violence. ,213,"","",2018-05-21 23:55:48.385046+02
L14,1741151.txt,Disaffected Democrats,4,I think it is important for the government to match funds in a government IRA and this can lead to a stronger economy and help many individuals with retirement funds. ,214,"","",2018-05-21 23:58:03.133988+02
L14,1738760.txt,Disaffected Democrats,4,I think that Senator Pete Domenici  might have the right idea by focusing on a handful of issues in order to truly make a difference on these topics versus identifying 20 things and not really putting much thought or research into it just to say they did something regarding it. ,215,"","",2018-05-22 00:01:07.34073+02
L14,1850880.txt,Disaffected Democrats,4,Senator Jeff Bingaman is adding an important amendment to a bill by requiring some electricity sources to be derived from wind. There definitely needs to be some solutions in order to preserve energy for future generations. ,216,"","",2018-05-22 00:03:10.290358+02
L05,1702471.txt,Opportunity Democrats,3,nothing in the article challenged or supported my stance on nuclear waste disposal or environmental justice,57,"","",2018-05-22 00:43:47.72011+02
C02,1794667.txt,Market Skeptic Republicans,5,We all need to do thorough research on all branches before voting. It’s our responsibility as voting citizens to try to keep crooked politicians out. ,126,"",YES,2018-05-22 00:49:07.98891+02
L05,1703658.txt,Opportunity Democrats,4,The pay as you can afford to go proposed approach mentioned in the article supports my stance on space exploration as a sort of luxury endeavor that should be explored without placing more humanitarian causes at risk for federal funding,58,"","",2018-05-22 00:52:55.373905+02
L05,1705552.txt,Opportunity Democrats,2,"This editorial challenged my stance on global warming and its affect on the weather. Is there a relationship between the two? Before reading this article I was neutral on global warming being responsible for super storms. This editorial put forth some logic, warm water fuels storms, water are getting warmer so storms are stronger. Basic stuff but i had not heard before so simplistically outlined",59,"","",2018-05-22 01:10:24.217975+02
L05,1706937.txt,Opportunity Democrats,3,No particular political stance readily apparent here,60,"","",2018-05-22 01:16:17.402014+02
L05,1707871.txt,Opportunity Democrats,4,"I believe that the reasons for going to war and the reasons for continuing to occupy a country, as well as the progress or results of  the war efforts should be clearly communicated to  the U.S. from leadership, i.e. the President. This editorial points out problems that arise when there is not such clear communication-- questions and uncertainty abound",61,"","",2018-05-22 01:24:27.995221+02
L05,1708890.txt,Opportunity Democrats,3,I suppose cronyism and antics by parties to block or stymie the process of nominees the party does not like is nothing new,62,"","",2018-05-22 01:31:02.114259+02
L05,1709093.txt,Opportunity Democrats,4,"This editorial somewhat reinforced what I surmised to be the case when various agencies have to come together to address a threat-- there are in-group out-group dynamics, some disdain for the other group, ego trips, and power plays..",63,"","",2018-05-22 01:36:59.402029+02
L05,1712278.txt,Opportunity Democrats,3,No political stance readily apparent here,64,"","",2018-05-22 02:01:14.459944+02
L14,1814661.txt,Disaffected Democrats,2,I think the money should have been held from the Hamas government even if they were legally entitled to it. ,217,"","",2018-05-22 02:17:57.865637+02
L14,1792436.txt,Disaffected Democrats,4,Politicians should not be allowed to show nepotism to family and friends and appoint them to jobs they are not qualified for since it is unethical. ,218,"","",2018-05-22 02:20:09.651841+02
L14,1683429.txt,Disaffected Democrats,1,"This energy bill should require a higher level of fuel efficiency for cars and trucks, but it is good that at least 10 percent of the country's electricity be generated by nonpolluting energy sources like wind power by 2020.",219,NO,"",2018-05-22 02:22:57.635371+02
C02,1795264.txt,Market Skeptic Republicans,3,I don’t have a strong stance on this. ,127,"","",2018-05-22 02:23:46.298903+02
L14,1658391.txt,Disaffected Democrats,2,"I do agree that actions like this could possibly scare some individuals into helping the police, but I do feel that we should be using every intelligence available to us to combat this gang and issues. ",220,"","",2018-05-22 02:26:21.194749+02
L14,1683506.txt,Disaffected Democrats,5,"I think that Breyer is right with his belief that it would ""create the very kind of religiously based divisiveness that the Establishment Clause seeks to avoid.''",221,"",YES,2018-05-22 02:28:59.054084+02
C02,1795637.txt,Market Skeptic Republicans,3,It all comes down to doing thorough research on who you’re voting for no matter if they are local or national level. ,128,"","",2018-05-22 02:29:31.89871+02
L14,1800285.txt,Disaffected Democrats,5,Bush's stance on marriage and gay rights isn't given nearly the support it should be given. Gays should be given the same rights as any other individual in the US. ,222,"",YES,2018-05-22 02:30:51.911747+02
L14,1774986.txt,Disaffected Democrats,4,I think that catch limits are a necessary law in relation to all of these species of fish.  I also think that there needs to be guidelines for improving sewage treatment plants and reducing pollution.,223,"","",2018-05-22 02:33:40.575663+02
C02,1796192.txt,Market Skeptic Republicans,3,I don’t have a strong stance on this. ,129,"","",2018-05-22 02:34:01.887758+02
L14,1818761.txt,Disaffected Democrats,5,I do not think that libraries should be allowed to close due to a few middle schoolers that were disruptive. I agree that they could use some retirees to work with these children in a more positive way. ,224,"",YES,2018-05-22 02:35:32.56377+02
L14,1707329.txt,Disaffected Democrats,5,I do feel that every individual who is suffering with a long term illness should be allowed to chose if they want to live or not and be allowed the ability to die in dignity and without horrific pain each day. ,225,"",YES,2018-05-22 02:37:05.969884+02
C02,1796571.txt,Market Skeptic Republicans,3,"Bush made a lot of mistakes, pretty much every president we have had has made mistakes, and done good things as well. ",130,"","",2018-05-22 02:37:39.538552+02
L14,1801137.txt,Disaffected Democrats,2,"While I feel that Phillip Morris should be held accountable and willing supplies cigarettes without regard for the harm they knew they would cause, 79.5 million in punitive damages is outrageous. ",226,"","",2018-05-22 02:38:56.500746+02
C02,1796962.txt,Market Skeptic Republicans,4,Show me a politician without a personal political agenda they are very few and very far between. ,131,"","",2018-05-22 02:39:05.772273+02
L14,1837533.txt,Disaffected Democrats,5,The capital venturists should not have the lowest tax code since they are typically earning the highest amount of money. ,227,"",YES,2018-05-22 02:40:55.823137+02
L14,1853537.txt,Disaffected Democrats,2,Lawmakers should be reading each bill that is put before them in entirety before they vote on it. I think there were some good aspects but also feel there should have been some type of state regulation. ,228,"","",2018-05-22 02:43:32.329267+02
L14,1703896.txt,Disaffected Democrats,4,I do agree that part of the financial burden could be decreased if the government stopped all of the tax cuts. I also feel that there should not be money taken from government programs to cover the cost of Katrina. ,229,"","",2018-05-22 02:45:36.436155+02
L15,1754722.txt,Disaffected Democrats,3,Better planning is necessary for a safe and good future. ,87,"","",2018-05-23 18:15:11.809332+02
L14,1658443.txt,Disaffected Democrats,2,"While I feel that many of these departments might be necessary in a hospital, I do feel that they need to be challenged and the programs need to be revisited.",230,"","",2018-05-22 02:47:14.538946+02
C02,1798012.txt,Market Skeptic Republicans,3,I Truly believe there is no such thing as an honest politician. Very few people get involved in politics because they want to do something for the country. They do it because it is a lucrative business they can get rich off of. ,132,"","",2018-05-22 02:57:34.456426+02
C02,1798563.txt,Market Skeptic Republicans,3,I honestly do not feel we should be spending billions on space exploration when we are in debt over our heads. Priorities. ,133,"","",2018-05-22 03:03:47.728166+02
C02,1798565.txt,Market Skeptic Republicans,3,230 million dollars in federal financing? That seems like a bit much when the federal government is drowning in debt. ,134,"","",2018-05-22 03:07:18.252181+02
C02,1799883.txt,Market Skeptic Republicans,4,It always seems like every administration forces people who don’t belong in a position into a place where they have no business. It just comes back to politicians not really caring about anything but their personal agendas. ,135,"","",2018-05-22 03:18:58.588629+02
C02,1803824.txt,Market Skeptic Republicans,3,"I have a hard time with political figure heads deciding what a woman can do with her body. Yes, I know there should be guidelines and laws regarding abortion to protect unborn children but it’s a very hard line for them to try to toe. ",136,"","",2018-05-22 03:21:09.7792+02
C03,1825931.txt,Country First Conservatives,3,It makes me mad at the writer. I went to war and he’s saying it was unnecessary. It just makes me mad.,163,"","",2018-05-22 03:40:38.320627+02
C03,1825932.txt,Country First Conservatives,4,We need to provide feedback for our people in times of crisis,164,"","",2018-05-22 03:42:32.607996+02
L14,1663206.txt,Disaffected Democrats,5,Libraries are an essential component to our youth and focus on reading. Congress should be making more of a concerted effort to raise funds for it and Laura Bush should be much more vocal about this cause. ,231,"",YES,2018-05-22 04:03:55.152724+02
L14,1844648.txt,Disaffected Democrats,4,"I do agree that  a reporter should be able to protect the identity of a confidential source in most circumstances. If this doesn't get enacted, many would be hesitant to report things. ",232,"","",2018-05-22 04:06:31.721099+02
L14,1836189.txt,Disaffected Democrats,3,"The most important aspect of this is that day laborers have  places where laborers can find shade, toilets and a safe place to negotiate jobs with contractors and homeowners. ",233,"","",2018-05-22 04:10:11.89861+02
L14,1840973.txt,Disaffected Democrats,5,"This is a travesty that after a year and a half, there are 64,000 that are still searching for shelter and somewhere to live. To be living in trailers that long after the disaster is ridiculous. ",234,"",YES,2018-05-22 04:12:09.850141+02
L14,1773206.txt,Disaffected Democrats,2,"I can understand how villages are concerned with the ability to maintain public order with large congregations of people, but I do feel that this might be unjustly directed towards immigrants. ",235,"","",2018-05-22 04:17:34.555087+02
L14,1807892.txt,Disaffected Democrats,5,"Guiliani absolutely should have met with black leaders after that man was killed by police. Furthermore, the police officers did not follow firing protocol and there should be consequences. ",236,"",YES,2018-05-22 04:20:09.281804+02
L14,1661403.txt,Disaffected Democrats,5,"Workers should not be discriminated against based on age, race, ethnicity, sexual orientation, etc. for any reason. ",237,"",YES,2018-05-22 04:21:53.274046+02
C02,1805550.txt,Market Skeptic Republicans,3,This is why insuring your property is so important. It’s no ones responsibility to take care of your property but your own.,137,"","",2018-05-22 04:30:14.126972+02
C02,1806247.txt,Market Skeptic Republicans,4,This just goes to show the many waysevdn local branch politicians waste tax payer money with no regard for anyone but themselves.,138,"","",2018-05-22 04:34:52.426881+02
L05,1713042.txt,Opportunity Democrats,1,This editorial made me rethink about the type of assistance the U.S. provides to other countries. I had not considered the outright financial assistance provided to help a country maintain self-sufficiency,65,NO,"",2018-05-22 04:36:12.731017+02
L14,1824429.txt,Disaffected Democrats,4,Bush has not done enough during his presidency with the Iraq issue.,238,"","",2018-05-22 04:39:12.472106+02
C05,1698568.txt,New Era Enterprisers,3,"A lot of compromise needed to get to the so much needed peace in these lands, hope they continue with the good work!",54,"","",2018-05-22 04:40:10.279858+02
L05,1715766.txt,Opportunity Democrats,4,"The facts about the effects of rising green house gases, namely melting ice in the Arctic and Chinese ramping up burning coal, provide new-to-me information regarding the importance of controls on carbon emissions. I believe the U.S. should take a strong stance on reducing carbon emissions, for the good of the environment ",66,"","",2018-05-22 04:44:00.101257+02
C05,1700114.txt,New Era Enterprisers,5,All this woman's accomplishments need to be published! Our country needs more politicians like her!,55,"",YES,2018-05-22 04:44:14.860784+02
L05,1716685.txt,Opportunity Democrats,3,"Prior to reading the editorial, I did not have a stance on U.N. subsidies nor was I aware of the inequalities in subsides for industrial goods compared to agricultural goods. The U.N. should make right on its promises",67,"","",2018-05-22 04:49:30.232589+02
L14,1700341.txt,Disaffected Democrats,3,The victims of Katrina need to be taken care of with federal aid ,239,"","",2018-05-22 04:51:52.899557+02
L14,1810444.txt,Disaffected Democrats,5,Mr. Foley should have acted appropriately and ethically with all interns and employees. There should be consequences for his actions. ,240,"",YES,2018-05-22 04:53:53.168914+02
L14,1773359.txt,Disaffected Democrats,2,"I do believe that breast feeding is important to the health of infants; however, I do understand that it does not work for all women.",241,"","",2018-05-22 04:55:07.670537+02
L14,1801136.txt,Disaffected Democrats,4,Iraq and the level of violence needs to be addressed and the weapons that were supposed to be registered should have been. ,242,"","",2018-05-22 05:00:04.213107+02
L14,1821780.txt,Disaffected Democrats,5,Mr. Weitzman should be the clear choice for this position to maintain the integrity of this position. ,243,"",YES,2018-05-22 05:01:26.842712+02
L14,1662521.txt,Disaffected Democrats,5,Birch is completely right that there should be a system of checks and balances to monitor the courts. ,244,"",YES,2018-05-22 05:03:49.38685+02
L14,1764594.txt,Disaffected Democrats,5,Nurses have very stressful jobs and are very important to our medical profession and should have wages that reflect this. ,245,"",YES,2018-05-22 05:04:55.549196+02
L14,1663775.txt,Disaffected Democrats,4,I do feel that the hybrids are the best choice for this and the best choice for our environment. ,246,"","",2018-05-22 05:06:06.007014+02
L14,1825749.txt,Disaffected Democrats,5,The State Children's Health Insurance Program should not be cut or reduced in any sort of capacity and is crucial to the health of our children.,247,"",YES,2018-05-22 05:07:46.650622+02
L14,1844250.txt,Disaffected Democrats,4,"If one is paying into disability, I can not understand why it has to be such a life threatening injury or illness that would leave you out of work for a year in order to obtain benefits. ",248,"","",2018-05-22 05:09:49.121118+02
L05,1716687.txt,Opportunity Democrats,4,I believe that the government should support measures that limit greenhouse gas emissions. ,68,"","",2018-05-22 05:10:46.24114+02
L14,1719768.txt,Disaffected Democrats,5,Terrorists and those who plan violent attacks need to dealt with accordingly and Bush needs to stand by what he said he would do. ,249,"",YES,2018-05-22 05:11:39.913113+02
L05,1719545.txt,Opportunity Democrats,3,No particular political stance is readily apparent to me here,69,"","",2018-05-22 05:18:38.956446+02
L05,1721283.txt,Opportunity Democrats,3,No particular political stance is readily apparent to me here,70,"","",2018-05-22 05:21:59.330666+02
L05,1721722.txt,Opportunity Democrats,4,Supported my stance that effective measures should be in place to reduce the likelihood of technological and manmade disasters,71,"","",2018-05-22 05:27:53.7218+02
L05,1723264.txt,Opportunity Democrats,3,The fact that richer countries are working to protect their interests at the expense of poorer countries is not new news or noteworthy to me,72,"","",2018-05-22 07:08:01.616398+02
L06,1814504.txt,Solid Liberals,3,I didn't find the arguments changed my opinion on the matter,131,"","",2018-05-22 12:02:42.593863+02
L06,1815775.txt,Solid Liberals,4,I agree that congress needs to provide much stricter laws regarding the environment ,132,"","",2018-05-22 12:05:24.497128+02
L06,1816527.txt,Solid Liberals,2,"I feel the judges make plenty of money - anything over 150,000 and they shouldn't be complaining. ",133,"","",2018-05-22 12:07:56.610027+02
L06,1816528.txt,Solid Liberals,5,Numbers don't lie - a higher minimum wage helps citizens ,134,"",YES,2018-05-22 12:09:22.309142+02
L06,1816678.txt,Solid Liberals,3,There's a misspelled word and that ruins he credibility of the article completely. ,135,"","",2018-05-22 12:11:42.099336+02
L06,1816972.txt,Solid Liberals,3,I think there should be more alcohol available and people need to learn responsibility for it. ,136,"","",2018-05-22 12:14:17.143023+02
L06,1818264.txt,Solid Liberals,4,A good step to help curb the costs of medicine in the US,137,"","",2018-05-22 12:18:43.416868+02
L06,1818732.txt,Solid Liberals,3,I feel no interest in the topic and therefore it doesn't motivate my opinion in any way ,138,"","",2018-05-22 12:20:34.770404+02
L06,1819458.txt,Solid Liberals,4,Anything to make security at the airport go faster,139,"","",2018-05-22 12:22:34.247815+02
L06,1820318.txt,Solid Liberals,2,Part of me feels that if you can't afford the houses - move somewhere you can,140,"","",2018-05-22 12:47:36.593322+02
L06,1820686.txt,Solid Liberals,4,Iraq never was planned well and any pressure for a deadline is good,141,"","",2018-05-22 13:09:57.250808+02
L06,1820704.txt,Solid Liberals,5,It gave an example of how important convincing blue collar constituents is in environmental policy changes,142,"",YES,2018-05-22 13:19:08.985139+02
C02,1806599.txt,Market Skeptic Republicans,3,"As a whole, we need to focus on debt reduction, in personal and governmental levels.",139,"","",2018-05-22 13:47:38.735547+02
C02,1806988.txt,Market Skeptic Republicans,3,Every person in America deserves to be treated respectfully regardless of their nationality or the color of their skin. It’s shameful that some officers of the law still to this day do not understand what that means.,140,"","",2018-05-22 14:08:48.429531+02
C02,1807116.txt,Market Skeptic Republicans,3,I’m still not sure how countries in billions of debt can even afford to fund anything?,141,"","",2018-05-22 14:13:11.460348+02
C02,1808080.txt,Market Skeptic Republicans,3,I do not have a strong stance on this. ,142,"","",2018-05-22 14:14:17.201054+02
L05,1725082.txt,Opportunity Democrats,3,The information neither opposed or challenged my stance,73,"","",2018-05-22 14:35:24.597464+02
L05,1726913.txt,Opportunity Democrats,4,I am for protecting civil liberties and this article highlights some instances in which New York police officers infringed on civil liberties. That is unacceptable and should be taken to task as this editorial prompts,74,"","",2018-05-22 14:39:27.364206+02
L05,1736948.txt,Opportunity Democrats,4,"I believe in transparency and fairness in government; I agree that the ""club-based"" system for selecting trial judges should be replaced by a more democratic system",75,"","",2018-05-22 14:44:51.929029+02
L05,1742722.txt,Opportunity Democrats,4,I believe there should be checks and balances in place so that on one branch of the government rules off doing things that are illegal and/or a threat to civil liberties,76,"","",2018-05-22 14:50:20.279833+02
L05,1744408.txt,Opportunity Democrats,2,"Before reading this I did not have a stance on whether public documents of NY officials should be made public. I now think making the documents public is a good idea for the sake of history, seeing the process of how legislation or other important issues was debated and formed",77,"","",2018-05-22 15:00:38.598157+02
L05,1745746.txt,Opportunity Democrats,1,"This editorial challenged my stance that, for the most part, the government , including the President, is a good actor. The outright violations of law and cover-ups opposed my view that the government largely  acts on up and up",78,YES,"",2018-05-22 15:06:25.25791+02
L05,1753263.txt,Opportunity Democrats,4,"I believe in transparency in government, and this article supports transparency",79,"","",2018-05-22 15:10:31.967053+02
L05,1756113.txt,Opportunity Democrats,1,"I did not know much about reverse mortgages, but I had been told that they are a bad deal so I wasn't for them. This article challenged my stance on reverse mortgages; I now see them as viable options for the elderly who may need assistance paying for health care costs",80,YES,"",2018-05-22 15:16:02.124529+02
L05,1758149.txt,Opportunity Democrats,4,I am for reform of systems that fail to protect vulnerable populations,81,"","",2018-05-22 15:19:24.694345+02
L06,1822024.txt,Solid Liberals,3,I don't have much of an opinion on ny/nj transit,143,"","",2018-05-22 15:20:17.702273+02
L06,1822109.txt,Solid Liberals,5,The non partisan numbers Speak for themselves,144,"",YES,2018-05-22 15:23:51.947041+02
L05,1758221.txt,Opportunity Democrats,5,The data exists that promulgates the gains for students from disadvantaged backgrounds who attend prekindergarten. This editorial mentioned that many programs are underutilized because the operating hours place a hardship on working parents to find child care after the 2.5 hour program; therefore many students do not receive the benefits of the program. An expansion of the program to an all-day program seems to make sense from the data ,82,"",YES,2018-05-22 15:26:52.794147+02
L06,1822111.txt,Solid Liberals,4,I support education reform and feel more informed about the issue now,145,"","",2018-05-22 15:29:51.068365+02
L06,1822577.txt,Solid Liberals,4,It makes sense to make cars more efficient. In the long run you earn more ,146,"","",2018-05-22 15:32:16.435421+02
L05,1760006.txt,Opportunity Democrats,4,"I support immigration reform that is fair and efficient. This editorial alludes to a plan that would address people who attempt to enter the U.S. by legally accepted routes, first, then address illegal immigrants; this seems to me to be both fair (people who are attempting legal entry are seen first) and efficient (reducing the backlog, increasing numbers to prevent backlog)",83,"","",2018-05-22 15:33:39.593652+02
L06,1822972.txt,Solid Liberals,3,I don't have much of an opinion in New York budget policies ,147,"","",2018-05-22 15:38:23.262939+02
L06,1823405.txt,Solid Liberals,4,"Health is simply too costly. Especially as I view health care as a right, not a privilege. ",148,"","",2018-05-22 15:39:57.570148+02
C02,1810261.txt,Market Skeptic Republicans,4,Our education system is flawed.  No child left behind seems to hurt the kids who it’s supposed to benefit more than it helps. We have amazing teachers out there but their skills are held at bay by teaching standards set by politicians who haven’t stepped into a classroom since they were children. ,143,"","",2018-05-22 15:44:25.503966+02
L06,1823728.txt,Solid Liberals,3,I have very little interest in New Jersey tax laws,149,"","",2018-05-22 15:46:15.961006+02
C02,1812183.txt,Market Skeptic Republicans,4,"It’s good to see that there are less instances of breast cancer, I don’t foresee it staying down unfortunately. I hear of more and more women dealing with it everyday. ",144,"","",2018-05-22 15:50:40.579197+02
C02,1812976.txt,Market Skeptic Republicans,3,I can’t say I blame Russia for being nervous to have any oil company working in their backyard. They are notorious for being unclean and not caring about the enviroment around them. ,145,"","",2018-05-22 16:31:36.261346+02
C02,1814662.txt,Market Skeptic Republicans,5,Our entire education system is flawed and needs to be revised. Political figure heads have created such crappy expectations of teachers that the truly amazing teachers can’t even excel because their skills are shackled by ridiculous governmental restrictions. ,146,"",YES,2018-05-22 16:39:14.066178+02
C02,1816310.txt,Market Skeptic Republicans,3,I do not have a strong stance on this. ,147,"","",2018-05-22 16:50:09.430148+02
C02,1818421.txt,Market Skeptic Republicans,2,I don’t feel that our government should be allowed to wrongfully hold anyone in prison without them being convicted of wrong doing. That is what our country is supposed to do. ,148,"","",2018-05-22 16:59:56.906397+02
C02,1820290.txt,Market Skeptic Republicans,3,I don’t really have a strong stance on this aside from all levels of government should do everything they can to reduce costs and debt. ,149,"","",2018-05-22 17:03:12.693368+02
C02,1820362.txt,Market Skeptic Republicans,3,Maybe they aren’t selling to minors but they still have drugs in their possession. I can’t really say this is a praying on minorities situation when they should not have drugs in the first place. ,150,"","",2018-05-22 17:07:28.694615+02
C02,1820436.txt,Market Skeptic Republicans,4,I don’t feel it’s fair to public school kids to give prime playing time to private schools just because the schools can afford to pay for it. Public parks are for the public not private use. ,151,"","",2018-05-22 17:33:30.434613+02
C02,1821936.txt,Market Skeptic Republicans,4,We do need an overhaul done on laws regarding so many things but we must be careful who is doing that overhaul. ,152,"","",2018-05-22 17:37:57.351564+02
C02,1821982.txt,Market Skeptic Republicans,3,I do not have a strong stance on this. ,153,"","",2018-05-22 17:44:58.523001+02
C02,1823693.txt,Market Skeptic Republicans,4,When political figure heads promise something good you can bet there is always some sort of ridiculous catch that those he promises to benefit will not benefit from at all. ,154,"","",2018-05-22 17:46:39.369397+02
